FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;N_NIVEAU_FORMATION_DIPLOME.LIBELLE_100;GROUPE_SPECIALITE;N_GROUPE_SPECIALITE.LIBELLE_LONG;LETTRE_SPECIALITE;N_LETTRE_SPECIALITE.LIBELLE_LONG;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;ANCIEN_DIPLOME_1;ANCIEN_DIPLOME_2;ANCIEN_DIPLOME_3;ANCIEN_DIPLOME_4;ANCIEN_DIPLOME_5;ANCIEN_DIPLOME_6;ANCIEN_DIPLOME_7;NOUVEAU_DIPLOME_1;NOUVEAU_DIPLOME_2;NOUVEAU_DIPLOME_3;NOUVEAU_DIPLOME_4;NOUVEAU_DIPLOME_5;NOUVEAU_DIPLOME_6;NOUVEAU_DIPLOME_7;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;N_NATURE_FORMATION_DIPLOME.LIBELLE_100;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;NB_MEF_OUVERT;NB_MEF_FERME;ID_DOCUMENT;CITE_DOMAINE_FORMATION;N_CITE_DOMAINE_FORMATION.LIBELLE_EDITION;DATE_SESSION_RATTRAPAGE;OBSERVATION;N_COMMENTAIRE;CITE_DOMAINE_DETAILLE;N_CITE_2013_DOMAINE_DETAILL.LIBELLE_EDITION;NIVEAU_QUALIFICATION_RNCP;N_NIVEAU_QUALIFICATION_RNCP.LIBELLE_LONG
50023412;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;502310;CAP;MENUISIER EBENISTE;MENUISIER-EBENISTE;;31/08/2000;;;;;;;;;;;;;;;;;;01/01/1901;;;;;;;;;;;;EXAMEN DEPARTEMENTAL OU EQUIVALENT. DF 2000 PAR SPN;L;DIPLOME LOCAL (DEPARTEMENTAL TOM ..);SPN E51 1996;10/12/2020;0;0;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
50023410;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;502307;CAP;EBENISTE;EBENISTE (CAP);22/10/1985;31/08/2001;;;;;;;;50023437;;;;;;;O;1987;2001;22/10/1985;11/07/2000;21/08/1986;;;;;;;;;;REMPLACE PAR LE CAP DE MÊME INTITULE (50023437S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;6;;215;Artisanat;;Lettre de spécialité éventuellement V. 1CAP2 & 1CAP3 fermés avec retard d'1an.;;;;03;NIVEAU 3
50023409;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;502304;CAP;CHARPENTIER DE NAVIRES EN BOIS;CHARPENTIER DE NAVIRES EN BOIS (CAP);02/09/1954;31/08/1994;;;;;;;;01023402;;;;;;;;1955;1993;02/09/1954;07/05/1991;;;;;;;;;;;REMPLACE PAR LA MC CHARPENTE NAVALE BOIS & MATERIAUX ASSOCIES (01023402S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;6;;999;INCONNU ou non précisé;1994;;;;;03;NIVEAU 3
96299903;962;ATTESTATION SAVOIR NAGER;999;SPECIALITE NON SPECIFIEE;A;AUTRE/NON INDIQUE (DOMAINE DISCIPLINAIR);;CEDAQ;CERTIFICAT D'AISANCE AQUATIQUE;CERTIFICAT D'AISANCE AQUATIQUE;01/09/2015;31/08/2022;;;;;;;;96299905;;;;;;;;2016;2022;09/09/2015;;;;;;;;;;;;;0;NON SPECIFIEE;DGESCO A1-2;13/04/2022;0;0;;813;Sports;;;;1014;Sports;99;INDETERMINE
32025013;320;BREVET DE TECHNICIEN SUPERIEUR;250;SPEC.PLURITECHNO MECANIQUE-ELECTRICITE;R;CONTROLE PREVENTION ENTRETIEN;;BTS;MECATRONIQUE NAVALE;MECATRONIQUE NAVALE (BTS);01/09/2022;;;;;;;;;;;;;;;;;2024;;16/12/2021;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESIP A2;19/04/2022;3;0;;;;;;;;;05;NIVEAU 5
50022101;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;U;CONDUITE SURVEILLANCE DE MACHINES;501079;CAP;COND.MACH.CONDITIONMT.AGRO-ALIM.;CONDUITE DE MACHINES AUTOMATISEES DE CONDITIONNEMENT DANS LE DOMAINE AGRO-ALIMENTAIRE (CAP);31/03/1987;31/08/1993;;;;;;;;;;;;;;;;1989;1990;31/03/1987;;;;;;;;;;;;DATE FERMETURE INITIALE AU 31/08/1991 ALIGNEE SUR DATE FERMETURE MEF;1;DIPLOME NATIONAL / DIPLOME D'ETAT;SPN AGRI;10/12/2020;0;3;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
32033424;320;BREVET DE TECHNICIEN SUPERIEUR;334;ACCUEIL, HOTELLERIE, TOURISME;P;ORGANISATION GESTION;;BTS;MANAG. HOTEL.REST. OPT.B PR.CULIN;MANAGEMENT EN HOTELLERIE-RESTAURATION OPTION B MANAGEMENT D'UNITE DE PRODUCTION CULINAIRE (BTS);01/09/2018;;32033415;;;;;;;;;;;;;;;2020;;15/02/2018;;11/10/2018;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESIP A2;10/12/2020;2;0;;811;Hôtellerie et services de restauration;;3 options : A restauration (32033423P), B production culinaire (32033424P) et C hébergement (32033425P);;1013;Hôtellerie et services de restauration;05;NIVEAU 5
45321303;453;BREVET PROFESSIONNEL AGRICOLE DE NIVEAU IV;213;FORETS, ESPACES NATURELS, FAUNE, PECHE;P;ORGANISATION GESTION;;BPA4;RESP CHANT FORESTIERS;RESPONSABLE DES CHANTIERS FORESTIERS (BP);01/09/2011;;;;;;;;;;;;;;;;O;2012;;04/07/2011;;;;;;;;;;;;Rénovation du BPA4 Travaux forestiers (45321301);1;DIPLOME NATIONAL / DIPLOME D'ETAT;MAP DGER MISSI;06/01/2021;1;0;;623;Sylviculture;;;;0821;Sylviculture;04;NIVEAU 4
45321006;453;BREVET PROFESSIONNEL AGRICOLE DE NIVEAU IV;210;SPEC.PLURIVAL.DE L'AGRONOMIE & AGRICULT.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;BPA4;AGROEQ COND M. MAT;AGROEQUIPEMENT CONDUITE ET MAINTENANCE DES MATERIELS (BP);01/09/2011;;;;;;;;;;;;;;;;O;2012;;22/02/2011;;;;;;;;;;;;Rénovation du BP Agroéquipement (45321002);1;DIPLOME NATIONAL / DIPLOME D'ETAT;MAP DGER MISSI;06/01/2021;1;0;;620;Agriculture, sylviculture et halieutique;;;;0888;Domaine interdisciplinaire agriculture, sylviculture et halieutique et sciences vétérinaires;04;NIVEAU 4
45321007;453;BREVET PROFESSIONNEL AGRICOLE DE NIVEAU IV;210;SPEC.PLURIVAL.DE L'AGRONOMIE & AGRICULT.;P;ORGANISATION GESTION;;BPA4;RESPONSABLE ENTREP. AGRICOLE;RESPONSABLE D'ENTREPRISE AGRICOLE (BP);01/09/2017;;;;;;;;;;;;;;;;O;;;;;;;;;;;;;;;Renovation, remplace le BP REA 45321005;1;DIPLOME NATIONAL / DIPLOME D'ETAT;;06/01/2021;1;0;;621;Production agricole et animale;;;;0811;Culture et élevage;04;NIVEAU 4
45321003;453;BREVET PROFESSIONNEL AGRICOLE DE NIVEAU IV;210;SPEC.PLURIVAL.DE L'AGRONOMIE & AGRICULT.;T;REALISATION DU SERVICE;;BPA4;TECHNIC RECHERCHE DEVELOPPEMENT;TECHNICIEN DE RECHERCHE DEVELOPPEMENT (BP);15/02/1996;;;;;;;;;;;;;;;;O;1991;;;;;;;;;;;;;;Reglement géneral du BPA décret 90-305 du 3/4/1990;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;621;Production agricole et animale;;;;0811;Culture et élevage;04;NIVEAU 4
45321201;453;BREVET PROFESSIONNEL AGRICOLE DE NIVEAU IV;212;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;P;ORGANISATION GESTION;;BPA4;RESP EXPLOIT AQUACOLE MARITIME;RESPONSABLE D'EXPLOITATION AQUACOLE MARITIME CONTINENTALE (BP);01/09/2000;;;;;;;;;;;;;;;;O;2002;;11/07/2000;;;;;;;;;;;;Reglement géneral du BPA décret 90-305 du 3/4/1990 JO du 22/08/2000 Agriculture et pêche;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;624;Pêcheries;;;;0831;Halieutique;04;NIVEAU 4
45322102;453;BREVET PROFESSIONNEL AGRICOLE DE NIVEAU IV;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;BPA4;INDUSTRIES ALIMENTAIRES;INDUSTRIES ALIMENTAIRES (BP);01/09/2009;;;;;;;;;;;;;;;;O;2010;;28/05/2009;;;;;;;;;;;;Rénovation du BP IAA (code 45322101). Apprentissage.;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;MAAP DGER MISSI;06/01/2021;1;0;;541;Traitement des produits alimentaires;;;Remplace le BP Industries agroalimentaire mis en place en 1993;0721;Traitement des aliments;04;NIVEAU 4
50024213;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;242;HABILLEMENT (Y. C. MODE, COUTURE);S;PRODUCTION;502161;CAP;TAILLEUR : PANTALON GILET;TAILLEUR OPTION : PANTALON, GILET (CAP);20/12/1982;31/08/1994;;;;;;;;50024224;;;;;;;;1984;1992;20/12/1982;25/07/1989;;;;;;;;;;;REMPLACE PAR LE CAP DE MÊME INTITULE SANS OPTION (50024224S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;6;;999;INCONNU ou non précisé;;2 OPTIONS : VESTON (50024212S), PANTALON, GILET (50024213S).;;;;03;NIVEAU 3
46321401;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;214;AMENAGEMENT PAYSAGER (PARCS, ...);M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;CSA NIV4;CREATION TERRAIN DE SPORT LOISIR;CREATION DE TERRAIN DE SPORT ET DE LOISIRS (CSA);15/02/1996;;;;;;;;;;;;;;;;;1985;;22/08/1984;;;;;;;;;;;;JO01/09/84;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;622;Horticulture;;;;0812;Horticulture;04;NIVEAU 4
46321207;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;212;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;W;COMMERCIALISATION;;CSA NIV4;COMM BETAIL ACHETEUR ESTIMATEUR;COMMERCIALISATION DU BETAIL : ACHETEUR ESTIMATEUR (CSA);01/09/1999;;;;;;;;;;;;;;;;;2000;;09/06/1999;;;;;;;;;;;;JO23/06/99JO23/06/99.  Basé sur le référentiel du BPA Responsable d'exploitation agricole. 560H.Remplace CSA de niveau 5 acheteur estimateur 56321204;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;341;Vente en gros et au détail;;;;0416;Vente en gros et au détail;04;NIVEAU 4
46321102;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;211;PRODUCTIONS VEGETALES, CULTUR.SPECIALIS.;W;COMMERCIALISATION;;CSA NIV4;COMMERCIALISATION DES VINS ;COMMERCIALISATION DES VINS (CSA);01/09/1999;;;;;;;;;;;;;;;;;2000;;09/06/1999;;;;;;;;;;;;JO23/06/99. remplace le 36321101 Commercialisation vins et dérivés;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;341;Vente en gros et au détail;;;;0416;Vente en gros et au détail;04;NIVEAU 4
46322103;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;CSA NIV4;TRANSFORMATION PRODUITS CARNES;TRANSFORMATION DES PRODUITS CARNES (CSA);01/09/1999;;;;;;;;;;;;;;;;;2000;;09/06/1999;;;;;;;;;;;;JO23/06/99.  Basé sur le référentiel du Bac PRO AG Bio-industries de transformation. 560H.Remplace CSA Transformation des produits carnés option Viande et volaille. 46322102;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;541;Traitement des produits alimentaires;;;;0721;Traitement des aliments;04;NIVEAU 4
46321103;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;211;PRODUCTIONS VEGETALES, CULTUR.SPECIALIS.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;CSA NIV4;TECHNICIEN DE CAVE;TECHNICIEN DE CAVE (CSA);01/09/1999;;;;;;;;;;;;;;;;;2000;;09/06/1999;;;;;;;;;;;;JO23/06/99JO23/06/99.  Basé sur le référentiel du Bac Pro AG Conduite et gestion de l'entreprise agricole option vigne et vin. 560H. Remplace CSA niv 5 Viticulture et oenologie du haut Poitou 56321105;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;541;Traitement des produits alimentaires;;;;0721;Traitement des aliments;04;NIVEAU 4
50024212;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;242;HABILLEMENT (Y. C. MODE, COUTURE);S;PRODUCTION;502160;CAP;TAILLEUR : VESTON;TAILLEUR OPTION : VESTON (CAP);20/12/1982;31/08/1994;;;;;;;;50024224;;;;;;;;1984;1992;20/12/1982;25/07/1989;;;;;;;;;;;REMPLACE PAR LE CAP DE MÊME INTITULE SANS OPTION (50024224S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;6;;999;INCONNU ou non précisé;;2 OPTIONS : VESTON (50024212S), PANTALON, GILET (50024213S).;;;;03;NIVEAU 3
50024211;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;242;HABILLEMENT (Y. C. MODE, COUTURE);S;PRODUCTION;502159;CAP;TAILLEUR     1E AN.COM.;TAILLEUR 1ERE ANNEE COMMUNE CAP;20/12/1982;31/08/1993;;;;;;;;50024224;;;;;;;;;;20/12/1982;25/07/1989;;;;;;;;;;;1ERE ANNEE COMMUNE DE 50024212S & 50024213S REMPLACES PAR LE CAP DE MÊME INTITULE SANS OPTION (50024224S).;T;ANNEE COMMUNE OU TRONC COMMUN;DGESCO A2-3;10/12/2020;0;1;;999;INCONNU ou non précisé;;2 OPTIONS : VESTON (50024212S), PANTALON, GILET (50024213S).;;;;03;NIVEAU 3
50024108;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;241;TEXTILE;S;PRODUCTION;502158;CAP;DENTELLE AUX FUSEAUX;DENTELLE AUX FUSEAUX (CAP);04/07/1978;31/08/1994;;;;;;;;;;;;;;;;1979;1990;04/07/1978;02/10/1989;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
50023418;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;502319;CAP;TOURNEUR SUR BOIS;TOURNEUR SUR BOIS;;31/08/2000;;;;;;;;;;;;;;;;;;01/01/1901;;;;;;;;;;;;EXAMEN DEPARTEMENTAL OU EQUIVALENT. DF 2000 PAR SPN;L;DIPLOME LOCAL (DEPARTEMENTAL TOM ..);NON DEFINI;10/12/2020;0;0;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
50023417;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;502318;CAP;TABLETIER;TABLETIER;;31/08/2000;;;;;;;;;;;;;;;;;;01/01/1901;;;;;;;;;;;;EXAMEN DEPARTEMENTAL OU EQUIVALENT. DF 2000 PAR SPN;L;DIPLOME LOCAL (DEPARTEMENTAL TOM ..);NON DEFINI;10/12/2020;0;0;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
50023416;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;502316;CAP;CHARRON;CHARRON;;31/08/2000;;;;;;;;;;;;;;;;;;01/01/1901;;;;;;;;;;;;EXAMEN DEPARTEMENTAL OU EQUIVALENT. DF 2000 PAR SPN;L;DIPLOME LOCAL (DEPARTEMENTAL TOM ..);NON DEFINI;10/12/2020;0;0;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
50023415;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;234;TRAVAIL DU BOIS ET DE L'AMEUBLEMENT;S;PRODUCTION;502315;CAP;MENUISIER CHARRON;MENUISIER CHARRON;;31/08/2000;;;;;;;;;;;;;;;;;;01/01/1901;;;;;;;;;;;;EXAMEN DEPARTEMENTAL OU EQUIVALENT. DF 2000 PAR SPN;L;DIPLOME LOCAL (DEPARTEMENTAL TOM ..);NON DEFINI;10/12/2020;0;0;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
50022408;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;224;MATERIAUX DE CONSTRUCTION, VERRE, CERAM.;S;PRODUCTION;501303;CAP;VERRIER SCIENTIFIQUE;VERRIER SCIENTIFIQUE;;31/08/2000;;;;;;;;;;;;;;;;;;01/01/1901;;;;;;;;;;;;EXAMEN DEPARTEMENTAL OU EQUIVALENT. DF 2000 PAR SPN;L;DIPLOME LOCAL (DEPARTEMENTAL TOM ..);NON DEFINI;10/12/2020;0;0;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
50022402;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;224;MATERIAUX DE CONSTRUCTION, VERRE, CERAM.;S;PRODUCTION;501307;CAP;MONTEUR EN LUNETTERIE;MONTEUR EN LUNETTERIE (CAP);08/07/1961;31/08/1994;;;;;;;;50031208;;;;;;;;1963;1990;08/07/1961;09/08/1989;;;;;;;;;;;REMPLACE PAR LE CAP MONTEUR EN OPTIQUE LUNETTERIE (50031208T).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
50022401;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;224;MATERIAUX DE CONSTRUCTION, VERRE, CERAM.;S;PRODUCTION;501301;CAP;MECANICIEN VERRIER;MECANICIEN VERRIER (CAP);25/03/1952;31/08/1994;;;;;;;;01022405;;;;;;;;1953;1991;25/03/1952;25/10/1988;;;;;;;;;;;REMPLACE PAR LA MC CONDUCTEUR DE MACHINES DE VERRERIE (01022405U).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;3;;999;INCONNU ou non précisé;;;;;;03;NIVEAU 3
50022311;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;223;METALLURGIE (Y.C. SIDERURGIE, FONDERIE);S;PRODUCTION;501071;CAP;MODELAGE EN FONDERIE;MODELAGE EN FONDERIE (CAP);01/01/1992;31/08/2000;;;;;;;;;;;;;;;;;;01/01/1992;;;;;;;;;;;;SPN PASSE EN DIPLOME LOCAL EN 07/98 (ENQ4) INCONNU DU CEREQ DF 2000 PAR SPN;L;DIPLOME LOCAL (DEPARTEMENTAL TOM ..);NON DEFINI;10/12/2020;0;5;;521;Mécanique et travail du métal;;;;;;03;NIVEAU 3
50022110;500;CERTIFICAT D'APTITUDE PROFESSIONNELLE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;U;CONDUITE SURVEILLANCE DE MACHINES;501091;CAP;COND.MACH.CONDITIONMT BIO-INDUST.;CONDUITE DE MACHINES AUTOMATISEES DE CONDITIONNEMENT DANS LES BIO-INDUSTRIES DE TRANSFORMATION (CAP);05/12/1988;31/08/2004;;;;;;;;50022134;50025007;50024128;50024129;50022358;50022610;;O;1989;2004;05/12/1988;09/01/2003;02/10/1989;;;;;;;;;;REMPLACE (AVEC 50025114U, 50022325U, 50022003U), PAR LE CAP CONDUITE DE SYSTEMES INDUSTRIELS A  6 OPTIONS (50022134, 50025007, 50024128, 50024129, 50022358, 50022610 U) & 1ERE ANN.COMM. (50020003U).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;10/12/2020;0;6;;541;Traitement des produits alimentaires;;;;;;03;NIVEAU 3
46322104;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;CSA NIV4;TECHN SPE TRANSFORMATION LAITIERE;TECHNICIEN SPECIALISE EN TRANSFORMATION LAITIERE (CSA);01/09/1999;;;;;;;;;;;;;;;;;2000;;09/06/1999;;;;;;;;;;;;JO23/06/99.  Basé sur le référentiel du BPA Industries agroalimentaires. 560H. Remplace CSA niv 5 Chef fromager d'ateliers de production tradi de niv 5 56322101;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;541;Traitement des produits alimentaires;;;;0721;Traitement des aliments;04;NIVEAU 4
46321004;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;210;SPEC.PLURIVAL.DE L'AGRONOMIE & AGRICULT.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;CSA NIV4;ARROSAGE INTEGRE;ARROSAGE INTEGRE (CSA);01/09/1999;;;;;;;;;;;;;;;;;2000;;09/06/1999;;;;;;;;;;;;JO23/06/99JO23/06/99.  Basé sur le référentiel du Bac Pro AG Travaux paysagers. 560H.Remplace CSA Irrigation drainage;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;621;Production agricole et animale;;;;0811;Culture et élevage;04;NIVEAU 4
67010026;670;FORMATIONS GENERALES DE 1ER CYCLE;100;FORMATIONS GENERALES;A;AUTRE/NON INDIQUE (DOMAINE DISCIPLINAIR);;1E CYC.GEN;3EME PREPA PRO;3EME PREPARATOIRE A L'ENSEIGNEMENT PROFESSIONNEL;01/09/2012;31/08/2019;;;;;;;;67010031;;;;;;;;;;26/08/2011;10/04/2019;12/06/2015;02/02/2016;10/08/2017;;;;;;;;;4;CLASSE OU CYCLE;DGESCO A1-2;22/02/2023;0;1;;999;INCONNU ou non précisé;;Créée par circulaire n°2011-128 du 26/08/2011;;9999;Inconnu;02;NIVEAU 2
46321209;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;212;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;P;ORGANISATION GESTION;;CSA NIV4;CONDUITE DE L'ELEVAGE PORCIN;CONDUITE DE L'ELEVAGE PORCIN (CSA);01/09/1999;31/08/2020;;;;;;;;;;;;;;;;2000;;09/06/1999;;;;;;;;;;;;JO23/06/99JO23/06/99. Basé sur le référentiel du BPA Responsable d'exploitation agricole. 560H.Remplace CSA de même titre 56321201Conduite de l'élevage porcin;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;0;1;;621;Production agricole et animale;;;;0811;Culture et élevage;04;NIVEAU 4
46321003;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;210;SPEC.PLURIVAL.DE L'AGRONOMIE & AGRICULT.;W;COMMERCIALISATION;;CSA NIV4;AGENT COLLECTE APPROVISIONNEMENT;AGENT DE COLLECTE APPROVISIONNEMENT (CSA);01/09/1999;;;;;;;;;;;;;;;;;2000;;09/06/1999;;;;;;;;;;;;JO23/06/99.  Basé sur le référentiel du BPA Agro-équipements. 560H. Nouveau.;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;620;Agriculture, sylviculture et halieutique;;;;0888;Domaine interdisciplinaire agriculture, sylviculture et halieutique et sciences vétérinaires;04;NIVEAU 4
46321210;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;212;PRODUCTIONS ANIMALES, ELEVAGE SPECIALIS.;W;COMMERCIALISATION;;CSA NIV4;ELEV CAPRIN ET COMMERCIALISATION;CONDUITE D’UN ELEVAGE CAPRIN ET COMMERCIALISATION DES PRODUITS (CSA);01/09/2000;31/08/2020;;;;;;;;;;;;;;;;2001;;10/07/2000;;;;;;;;;;;;Mail DGER DeRambure du 27/6/2000;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;0;1;;621;Production agricole et animale;;;;0811;Culture et élevage;04;NIVEAU 4
46321005;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;210;SPEC.PLURIVAL.DE L'AGRONOMIE & AGRICULT.;W;COMMERCIALISATION;;CSA NIV4;PROD AGRI BIOLOGIQUE COMMERC;CONDUITE DE PRODUCTION EN AGRICULTURE BIOLOGIQUE ET COMMERCIALISATION (CSA);01/09/2000;;;;;;;;;;;;;;;;;2001;;10/07/2000;;;;;;;;;;;;JO 22/8/2000 Mail DGER DeRambure du 27/6/2000;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;621;Production agricole et animale;;;;0811;Culture et élevage;04;NIVEAU 4
46321301;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;213;FORETS, ESPACES NATURELS, FAUNE, PECHE;S;PRODUCTION;;CSA NIV4;DEBARDAGE A TRACTION ANIMALE;DEBARDAGE A TRACTION ANIMALE (CSA);01/09/2000;;;;;;;;;;;;;;;;;2001;;10/07/2000;;;;;;;;;;;;JO 22/8/2000 Mail DGER DeRambure du 27/6/2000 Modif libellé ex Débardage à cheval;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;1;0;;623;Sylviculture;;;;0821;Sylviculture;04;NIVEAU 4
46333401;463;CERTIFICAT DE SPECIALISATION AGRICOLE DE NIVEAU 4;334;ACCUEIL, HOTELLERIE, TOURISME;T;REALISATION DU SERVICE;;CSA NIV4;ATTELAGE DE LOISIR;ATTELAGE DE LOISIR (CSA);01/09/2000;31/08/2020;;;;;;;;;;;;;;;;2001;;23/12/1999;;;;;;;;;;;;JO 12/01/2000 Mail DGER DeRambure du 27/6/2000;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN AGRI;06/01/2021;0;1;;811;Hôtellerie et services de restauration;;;;1013;Hôtellerie et services de restauration;04;NIVEAU 4
