FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;N_NIVEAU_FORMATION_DIPLOME.LIBELLE_100;GROUPE_SPECIALITE;N_GROUPE_SPECIALITE.LIBELLE_LONG;LETTRE_SPECIALITE;N_LETTRE_SPECIALITE.LIBELLE_LONG;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;N_NATURE_FORMATION_DIPLOME.LIBELLE_100;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;ID_DOCUMENT;CITE_DOMAINE_FORMATION;N_CITE_DOMAINE_FORMATION.LIBELLE_EDITION;DIPLOME_SISE;N_DIPLOME_SISE.LIBELLE_INTITULE_1;HABILITATION_ORIGINE;NUMERO_UAI;N_COMMENTAIRE;CITE_DOMAINE_DETAILLE;N_CITE_2013_DOMAINE_DETAILL.LIBELLE_EDITION;NIVEAU_QUALIFICATION_RNCP;N_NIVEAU_QUALIFICATION_RNCP.LIBELLE_LONG
25022025;250;LICENCE PROFESSIONNELLE;220;SPEC.PLURITECHNO DES TRANSFORMATIONS;N;CONCEPTION;;LIC-PRO;CONCEPTION DE PDTS INDUSTRIELS;METIERS DE L'INDUSTRIE : CONCEPTION DE PRODUITS INDUSTRIELS (LP);01/09/2019;;;;;;;;;;;;;;;;;rncp 30125;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;521;M�canique et travail du m�tal;2400116;METIERS DE L'INDUSTRIE : CONCEPTION DE PRODUITS INDUSTRIELS;;;;0715;M�canique et techniques apparent�es;06;NIVEAU 6
25033212;250;LICENCE PROFESSIONNELLE;332;TRAVAIL SOCIAL;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;ANIMATION SOCIALE SOC EDUC CULTUR;METIERS DE L'ANIMATION SOCIALE SOCIO-EDUCATIVE ET SOCIOCULTURELLE (LP NICE);01/09/2019;31/08/2023;;;;;;;;;;;;;;;;demande epure;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;762;Travail social et orientation;2400104;METIERS DE L'ANIMATION SOCIALE, SOCIO-EDUCATIVE ET SOCIOCULTURELLE;20180452;0060931E;;0923;Travail social et orientation;06;NIVEAU 6
25033448;250;LICENCE PROFESSIONNELLE;334;ACCUEIL, HOTELLERIE, TOURISME;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;TOURISM COMM VALORISATION TERRIT;METIERS DU TOURISME : COMMUNICATION ET VALORISATION DES TERRITOIRES (LP AIX-MARSEILLE);01/09/2019;31/08/2023;;;;;;;;;;;;;;;;demande epure;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;811;H�tellerie et services de restauration;2400154;METIERS DU TOURISME : COMMUNICATION ET VALORISATION DES TERRITOIRES;20180538;0134009M;;1013;H�tellerie et services de restauration;06;NIVEAU 6
1353261P;135;MASTER PROFESSIONNEL;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;MATHS INFO APPLIQUEES AUX SHS;MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES - MIASHS (MASTER);01/09/2019;;;2006;;;;;;;;;;;;;;rncp 34220;1;DIPLOME NATIONAL / DIPLOME D'ETAT;SPN DEP B4 B5;10/12/2020;;481;Sciences informatiques;2500168;MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES -MIASHS;;;;0612;Conception et administration de bases de donn�es et de r�seau;07;NIVEAU 7
36A21301;36A;TH DE NIV 3 DES ORGANISMES ET CHAMBRES D'AGRICULTURE;213;FORETS, ESPACES NATURELS, FAUNE, PECHE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH3-A;TECHNICIEN(NE DU GENIE ECOLOGIQUE;TECHNICIEN(NE) DU GENIE ECOLOGIQUE (CFPPA ANGERS LE FRESNE);01/09/2018;31/08/2022;;;;07/04/2017;21/04/2020;;;;;;;;;;;rncp 28107 demande region;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;16/07/2021;;850;Protection de l'environnement;;;;0492389F;;0710;Ing�nierie et techniques apparent�es;05;NIVEAU 5
26X31105;26X;TH DE NIV 2 ORGANISMES GESTIONNAIRES DIVERS;311;TRANSPORT, MANUTENTION, MAGASINAGE;P;ORGANISATION GESTION;;TH2-X;RESP LOGISTIQUE DE DISTRIBUTION;RESP EN LOGISTIQUE DE DISTRIBUTION (OGEC MONTAIGU - ISLT);01/09/2018;31/08/2021;;;;26/05/2016;07/07/2020;;;;;;;;;;;rncp 26190;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/12/2020;;840;Services de transport;;;;0851475;;1041;Services de transport;06;NIVEAU 6
16X31307;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;313;FINANCES, BANQUE, ASSURANCES;P;ORGANISATION GESTION;;TH1-X;EXPERT INGENIERIE PATRIMONIALE;EXPERT EN INGENIERIE PATRIMONIALE (ESGCV );01/09/2017;31/08/2025;;;;29/11/2014;14/12/2024;;;;;;;;;;;rncp 37158;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;17/01/2023;;343;Finance, banque, assurance;;;;0754722A;;0412;Finance, banque et assurances;07;NIVEAU 7
16131302;161;MASTERE;313;FINANCES, BANQUE, ASSURANCES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTERE;GESTION DE PATRIMOINE;GESTION DE PATRIMOINE (MASTERE ESC TOULOUSE);01/09/2006;31/08/2011;;;;;;;;;;;;;;;;Mastere Conf�rence des grandes ecoles ESC Toulouse n� 296;1;DIPLOME NATIONAL / DIPLOME D'ETAT;CGE;06/01/2021;;;;;;;0310156B;;;;07;NIVEAU 7
13523012;135;MASTER PROFESSIONNEL;230;SPEC.PLURITECHNO, GENIE CIVIL, CONSTRUC.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;GENIE CIVIL;GENIE CIVIL (MASTER LORRAINE);01/09/2018;31/08/2023;;;;;;;;;;;;;;;;remplace les 13523007, 13523008, 13523009, 13523010;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;580;Architecture et b�timent;2500181;GENIE CIVIL;20180239;0542493S;;0730;Architecture et b�timent;07;NIVEAU 7
13531383;135;MASTER PROFESSIONNEL;313;FINANCES, BANQUE, ASSURANCES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;FINANCE;FINANCE (MASTER LORRAINE);01/09/2018;31/08/2023;;;;;;;;;;;;;;;;remplace les 13531318, 13531326, 13531327;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;343;Finance, banque, assurance;2500022;FINANCE;20180202;0542493S;;0412;Finance, banque et assurances;07;NIVEAU 7
13533403;135;MASTER PROFESSIONNEL;334;ACCUEIL, HOTELLERIE, TOURISME;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;DEVPT AMENAGT TOURISTIQ TERR;SCIENCES HUMAINES ET SOCIALES : TOURISME SPE DEVELOPPEMENT ET AMENAGEMENT TOURISTIQUE DES TERRITOIRES (MASTER PARIS 1);01/09/2005;31/08/2008;;;;;;;;;;;;;;;;diplome code deux fois : garde 13533406 remonte en 2007-08 CFA Stephenson 0752206R ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGES;10/12/2020;;812;Voyage, tourisme et loisirs;2213479;SCIENCES HUMAINES ET SOCIALES : TOURISME;20051614;0751717J;;;;07;NIVEAU 7
25034319;250;LICENCE PROFESSIONNELLE;343;NETTOYAGE, ASSAIN., PROTECTION ENVIRONMT;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;GENIE DES PROCD PR ENVIRONNEMENT;GENIE DES PROCEDES POUR L'ENVIRONNEMENT (LP LORRAINE);01/09/2011;31/08/2023;;;;;;;;;;;;;;;;anc hab 20024287;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;850;Protection de l'environnement;2400043;GENIE DES PROCEDES POUR L'ENVIRONNEMENT;20180145;0542493S;;0521;Sciences environnementales;06;NIVEAU 6
13512899;135;MASTER PROFESSIONNEL;128;DROIT, SCIENCES POLITIQUES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;DROIT PUBLIC;DROIT PUBLIC (MASTER LORRAINE);01/09/2018;31/08/2023;;;;;;;;;;;;;;;;demande univ;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;380;Droit;2500068;DROIT PUBLIC;20180195;0542493S;;0421;Droit;07;NIVEAU 7
13520010;135;MASTER PROFESSIONNEL;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;R;CONTROLE PREVENTION ENTRETIEN;;MASTER PRO;GENIE DES PROCD ET DES BIO-PROCD;GENIE DES PROCEDES ET DES BIO-PROCEDES (MASTER LORRAINE);01/09/2011;31/08/2023;;;;;;;;;;;;;;;;anc hab 20090828;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;520;Ing�nierie et techniques apparent�es;2500186;GENIE DES PROCEDES ET DES BIO-PROCEDES;20180240;0542493S;;0710;Ing�nierie et techniques apparent�es;07;NIVEAU 7
13522013;135;MASTER PROFESSIONNEL;220;SPEC.PLURITECHNO DES TRANSFORMATIONS;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;SCIENCES GENIE DES MATERIAUX;SCIENCES ET GENIE DES MATERIAUX (MASTER);01/09/2019;;;;;;;;;;;;;;;;;rncp 32137;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;543;Mat�riaux (bois, papier, plastique, verre);2500184;SCIENCES ET GENIE DES MATERIAUX;;;;0722;Mat�riaux (verre, papier, plastique et bois);07;NIVEAU 7
13525107;135;MASTER PROFESSIONNEL;251;MECANIQ.GENERALE & DE PRECISION, USINAGE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;GENIE MECANIQUE;GENIE MECANIQUE (MASTER);01/09/2019;;;;;;;;;;;;;;;;;rncp 31495;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;521;M�canique et travail du m�tal;2500183;GENIE MECANIQUE;;;;0715;M�canique et techniques apparent�es;07;NIVEAU 7
13531411;135;MASTER PROFESSIONNEL;314;COMPTABILITE, GESTION;R;CONTROLE PREVENTION ENTRETIEN;;MASTER PRO;CTRL GESTION AUDIT ORGANISATION;CONTROLE DE GESTION ET AUDIT ORGANISATIONNEL (MASTER MULHOUSE);01/09/2007;31/08/2023;;;;;;;;;;;;;;;;anc hab 20090533 sise2203650;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGES;10/12/2020;;345;Gestion et administration;2500021;CONTROLE DE GESTION ET AUDIT ORGANISATIONNEL;20181008;0681166Y;;0413;Gestion et administration;07;NIVEAU 7
20532617;205;LICENCE LMD;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC LMD;INFORMATIQUE;INFORMATIQUE (LIC LMD AIX-MARSEILLE);01/09/2019;31/08/2023;;;;;;;;;;;;;;;;demande epure;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;481;Sciences informatiques;2300030;INFORMATIQUE;20141032;0134009M;;0612;Conception et administration de bases de donn�es et de r�seau;06;NIVEAU 6
25020122;250;LICENCE PROFESSIONNELLE;201;TECHNO DE COMMANDE DES TRANSFO.INDUST.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;ACQUIS DONNEES QUALIF APPAREIL;PRODUCTION INDUSTRIELLE : ACQUISITION DE DONNEES QUALIFICATION D'APPAREILLAGES EN MILIEU INDUSTRIEL (LP METZ);01/09/2006;31/08/2011;;;;;;;;;;;;;;;;cod� deux fois voir 25020120;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGES;10/12/2020;;523;Electronique et automatisation;2005232;GESTION DE LA PRODUCTION INDUSTRIELLE;20060183;0572081C;;;;06;NIVEAU 6
25020147;250;LICENCE PROFESSIONNELLE;201;TECHNO DE COMMANDE DES TRANSFO.INDUST.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;SYSTM AUTOM RSX INFORMATIQ INDUST;SYSTEMES AUTOMATISES, RESEAUX ET INFORMATIQUE INDUSTRIELLE (LP AIX-MARSEILLE);01/09/2019;31/08/2023;;;;;;;;;;;;;;;;demande epure;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;523;Electronique et automatisation;2400167;SYSTEMES AUTOMATISES, RESEAUX ET INFORMATIQUE INDUSTRIELLE;20180572;0134009M;;0714;�lectronique et automatisation;06;NIVEAU 6
25022157;250;LICENCE PROFESSIONNELLE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;P;ORGANISATION GESTION;;LIC-PRO;IAA GEST PRODUCTION VALORISATION;INDUSTRIES AGROALIMENTAIRES : GESTION, PRODUCTION ET VALORISATION (LP LORRAINE);01/09/2018;31/08/2023;;;;;;;;;;;;;;;;remplace les 25022110 et 25022115;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;541;Traitement des produits alimentaires;2400054;INDUSTRIES AGROALIMENTAIRES : GESTION, PRODUCTION ET VALORISATION;20180146;0542493S;;0721;Traitement des aliments;06;NIVEAU 6
25025519;250;LICENCE PROFESSIONNELLE;255;ELECTRICITE, ELECTRONIQUE;R;CONTROLE PREVENTION ENTRETIEN;;LIC-PRO;INGEN TEST AUTO SYST ELECTRON;ELECTRICITE ET ELECTRONIQUE SPE INGENIERIE DU TEST AUTOMATISE DES SYSTEMES ELECTRONIQUES (LP CNAM);01/09/2006;31/08/2011;;;;;;;;;;;;;;;;CNAM (Conservatoire) Paris;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;523;Electronique et automatisation;2005368;ELECTRICITE ET ELECTRONIQUE;20060258;0753471R;;;;06;NIVEAU 6
25031097;250;LICENCE PROFESSIONNELLE;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;MANAGEMENT ET GESTION DES ORG;MANAGEMENT ET GESTION DES ORGANISATIONS (LP AIX-MARSEILLE);01/09/2019;31/08/2023;;;;;;;;;;;;;;;;demande epure;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;340;Commerce et administration;2400074;MANAGEMENT ET GESTION DES ORGANISATIONS;20180541;0134009M;;0410;Commerce et administration;06;NIVEAU 6
25031247;250;LICENCE PROFESSIONNELLE;312;COMMERCE, VENTE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;MANAG ORG MANAG ACTIV COMM;MANAGEMENT DES ORGANISATIONS : MANAGEMENT DE L'ACTIVITE COMMERCIALE (LICENCE PRO);01/09/2004;31/08/2009;;;;;;;;;;;;;;;;Univ Clermont 1 0631262E;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPP C1;10/12/2020;;342;Marketing et publicit�;2003629;MANAGEMENT DES ORGANISATIONS;20000439;0631262E;;;;06;NIVEAU 6
25031281;250;LICENCE PROFESSIONNELLE;312;COMMERCE, VENTE;P;ORGANISATION GESTION;;LIC-PRO;COMMERCE ET DISTRIBUTION;COMMERCE ET DISTRIBUTION (LP LORRAINE);01/09/2009;31/08/2023;;;;;;;;;;;;;;;;anc hab 20001468;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;341;Vente en gros et au d�tail;2400030;COMMERCE ET DISTRIBUTION;20180114;0542493S;;0416;Vente en gros et au d�tail;06;NIVEAU 6
25032640;250;LICENCE PROFESSIONNELLE;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;W;COMMERCIALISATION;;LIC-PRO;VENTE SOLUTIONS INFORM;COMMERCE : VENTE DE SOLUTIONS INFORMATIQUES PROFESSIONNELLES EN RESEAU (LICENCE PRO);01/09/2005;31/08/2008;;;;;;;;;;;;;;;;Univ Marne la vall�e;1;DIPLOME NATIONAL / DIPLOME D'ETAT;;10/12/2020;;341;Vente en gros et au d�tail;2003715;COMMERCE;20050726;0772502B;;;;06;NIVEAU 6
25033127;250;LICENCE PROFESSIONNELLE;331;SANTE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;OPTIQUE PROFESSIONNELLE;OPTIQUE PROFESSIONNELLE (LP);01/09/2019;;;;;;;;;;;;;;;;;rncp 30157;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;720;Sant�;2400157;OPTIQUE PROFESSIONNELLE;;;;0910;Sant�;06;NIVEAU 6
2503122K;250;LICENCE PROFESSIONNELLE;312;COMMERCE, VENTE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;COMMERCIALISATION PDTS SERVICES;COMMERCIALISATION DE PRODUITS ET SERVICES (LP LORRAINE);01/09/2018;31/08/2023;;2003;;;;;;;;;;;;;;remplace les 25031339 et 25031276;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;341;Vente en gros et au d�tail;2400031;COMMERCIALISATION DE PRODUITS ET SERVICES;20180115;0542493S;;0416;Vente en gros et au d�tail;06;NIVEAU 6
2503262E;250;LICENCE PROFESSIONNELLE;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;W;COMMERCIALISATION;;LIC-PRO;E-COMMERCE ET MARKETING NUMERIQUE;E-COMMERCE ET MARKETING NUMERIQUE (LP LORRAINE);01/09/2018;31/08/2023;;;;;;;;;;;;;;;;demande univ pour remplacer LP de Caen 25031293;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;481;Sciences informatiques;2400039;E-COMMERCE ET MARKETING NUMERIQUE;20180118;0542493S;;0612;Conception et administration de bases de donn�es et de r�seau;06;NIVEAU 6
36T23009;36T;TH DE NIV 3 MINISTERE DU TRAVAIL - AFPA;230;SPEC.PLURITECHNO, GENIE CIVIL, CONSTRUC.;N;CONCEPTION;;TH3-T;TECH ETUDES OPTIM ENERGETIQUE BAT;TECHNICIEN SUPERIEUR D'ETUDES EN OPTIMISATION ENERGETIQUE DU BATIMENT (TP);01/09/2022;31/08/2024;;;;;01/03/2024;;;;;;;;;;;rncp 37547;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;23/06/2023;;582;B�timent et g�nie civil;;;;;;0732;Construction et g�nie civil;05;NIVEAU 5
36C3150A;36C;TH DE NIV 3 DES CCI ET MINISTERE COMMERCE ARTISANAT PME;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;W;COMMERCIALISATION;;TH3-C;ASSISTANT DE GESTION RECRUTEMENT;ASSISTANT DE GESTION ET RECRUTEMENT (CCI PARIS IDF, SUP DE VENTE,CCI LYON METROPOLE ST ETIENNE ROANNE, ESMAE);01/09/2002;31/08/2020;;;;09/04/2018;17/04/2019;;;;;;;;;;;rncp 30355;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;SPN C4;10/12/2020;;345;Gestion et administration;;;;;;0413;Gestion et administration;05;NIVEAU 5
16X31025;16X;TH DE NIV 1 ORGANISMES GESTIONNAIRES DIVERS;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;TH1-X;ENTREP ECONOMIE SOCIALE SOLIDAIRE;ENTREPRENEUR DE L'ECONOMIE SOCIALE ET SOLIDAIRE (IRUP);01/09/2019;31/08/2024;;;;;18/12/2023;;;;;;;;;;;rncp 4740;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;06/01/2021;;345;Gestion et administration;;;;0422256Z;;0413;Gestion et administration;07;NIVEAU 7
16531003;165;DIPLOME GRADE ET VISE MASTER;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER GR;PGE PSB;DIPLOME DU PROGRAMME GRANDE ECOLE - PARIS SCHOOL OF BUSINESS;01/09/2007;31/08/2026;;;;;;;;;;;;;;;;rncp 36669;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;07/07/2022;;345;Gestion et administration;M000052;PROGRAMME GRANDE ECOLE - PSB (PARIS SCHOOL OF BUSINESS);;0753111Z;;0413;Gestion et administration;07;NIVEAU 7
13520006;135;MASTER PROFESSIONNEL;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;DESIGN GRAPHISME EMBALLAGE;SCIENCES ET TECHNOLOGIES : INGENIERIE EMBALLAGE SPE DESIGN ET GRAPHISME EN EMBALLAGE (MASTER PRO);01/09/2005;31/08/2009;;;;;;;;;;;;;;;;Univ Clermont 2 UAI 0631525R;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGES;10/12/2020;;500;INGENIERIE, INDUSTRIE DE TRANSFORMATION ET DE PRODUCTION;2213366;SCIENCES ET TECHNOLOGIES : INGENIERIE EMBALLAGE (PACKAGING);20050640;0631525R;;;;07;NIVEAU 7
13525504;135;MASTER PROFESSIONNEL;255;ELECTRICITE, ELECTRONIQUE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;STSI :ELECTRO EMBARQ SYST COMM;SCIENCES, TECHNOLOGIES, SANTE : SCIENCES POUR L'INGENIEUR SPE ELECTRONIQUE EMBARQUEE ET SYSTEMES DE COMMUNICATION (MASTER PARIS 10);01/09/2005;31/08/2014;;;;;;;;;;;;;;;;sup 2000;1;DIPLOME NATIONAL / DIPLOME D'ETAT;;10/12/2020;;523;Electronique et automatisation;2213386;SCIENCES, TECHNOLOGIES, SANTE : SCIENCES POUR L'INGENIEUR;20090347;0921204J;;;;07;NIVEAU 7
25011402;250;LICENCE PROFESSIONNELLE;114;MATHEMATIQUES;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;LIC-PRO;METIERS DECISIONNEL STATISTIQUE;METIERS DU DECISIONNEL ET DE LA STATISTIQUE (LP LORRAINE);01/09/2005;31/08/2023;;;;;;;;;;;;;;;;anc hab 20050682;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGES;10/12/2020;;460;Math�matiques et statistiques;2400145;METIERS DU DECISIONNEL ET DE LA STATISTIQUE;20180174;0542493S;;0540;Math�matiques et statistiques;06;NIVEAU 6
25020131;250;LICENCE PROFESSIONNELLE;201;TECHNO DE COMMANDE DES TRANSFO.INDUST.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;INDUSTRIE MECATRONIQUE ROBOTIQUE;METIERS DE L'INDUSTRIE : MECATRONIQUE, ROBOTIQUE (LP LORRAINE);01/09/2011;31/08/2023;;;;;;;;;;;;;;;;anc hab 20090245;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;523;Electronique et automatisation;2400124;METIERS DE L'INDUSTRIE : MECATRONIQUE, ROBOTIQUE;20180159;0542493S;;0714;�lectronique et automatisation;06;NIVEAU 6
25022013;250;LICENCE PROFESSIONNELLE;220;SPEC.PLURITECHNO DES TRANSFORMATIONS;R;CONTROLE PREVENTION ENTRETIEN;;LIC-PRO;CONCEPT PROCESS MISE FORM MATERX;METIERS DE L'INDUSTRIE : CONCEPTION ET PROCESSUS DE MISE EN FORME DES MATERIAUX (LP LORRAINE);01/09/2014;31/08/2023;;;;;;;;;;;;;;;;anc hab 20070040;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;543;Mat�riaux (bois, papier, plastique, verre);2400118;METIERS DE L'INDUSTRIE : CONCEPTION ET PROCESSUS DE MISE EN FORME DES MATERIAUX;20180156;0542493S;;0722;Mat�riaux (verre, papier, plastique et bois);06;NIVEAU 6
25022303;250;LICENCE PROFESSIONNELLE;223;METALLURGIE (Y.C. SIDERURGIE, FONDERIE);S;PRODUCTION;;LIC-PRO;METALLURJ MISE FORM MATERX SOUDAG;METIERS DE L'INDUSTRIE : METALLURGIE, MISE EN FORME DES MATERIAUX ET SOUDAGE (LP LORRAINE);01/09/2014;31/08/2023;;;;;;;;;;;;;;;;anc hab 20051094;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;521;M�canique et travail du m�tal;2400125;METIERS DE L'INDUSTRIE : METALLURGIE, MISE EN FORME DES MATERIAUX ET SOUDAGE;20180160;0542493S;;0715;M�canique et techniques apparent�es;06;NIVEAU 6
25022729;250;LICENCE PROFESSIONNELLE;227;ENERGIE, GENIE CLIMATIQUE;N;CONCEPTION;;LIC-PRO;PERFORM ENRGETIQ ENVIRNT BATIMENT;METIERS DU BTP : PERFORMANCE ENERGETIQUE ET ENVIRONNEMENTALE DES BATIMENTS (LP LORRAINE);01/09/2011;31/08/2023;;;;;;;;;;;;;;;;anc hab 20091034;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2400143;METIERS DU BTP : PERFORMANCE ENERGETIQUE ET ENVIRONNEMENTALE DES BATIMENTS;20180172;0542493S;;0713;�lectricit� et �nergie;06;NIVEAU 6
25022742;250;LICENCE PROFESSIONNELLE;227;ENERGIE, GENIE CLIMATIQUE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;INSTALL FRIGORIFIQ CONDITONT AIR;INSTALLATIONS FRIGORIFIQUES ET DE CONDITIONNEMENT D'AIR (LP LORRAINE);01/09/2012;31/08/2023;;;;;;;;;;;;;;;;anc hab 20024186;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2400056;INSTALLATIONS FRIGORIFIQUES ET DE CONDITIONNEMENT D'AIR;20180148;0542493S;;0713;�lectricit� et �nergie;06;NIVEAU 6
25022759;250;LICENCE PROFESSIONNELLE;227;ENERGIE, GENIE CLIMATIQUE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;MAITR ENERJ ELECTR DEVPT DURABLE;MAITRISE DE L'ENERGIE, ELECTRICITE, DEVELOPPEMENT DURABLE (LP LORRAINE);01/09/2018;31/08/2023;;;;;;;;;;;;;;;;remplace les 25022717 et 25022739;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2400070;MAITRISE DE L'ENERGIE, ELECTRICITE, DEVELOPPEMENT DURABLE;20180152;0542493S;;0713;�lectricit� et �nergie;06;NIVEAU 6
